Treatment ,Variety ,Direction ,Block,Plot,Rep,Year_Stability,Year_CN,Year_Bulk,Year_covercrop,Depth,Bulk_Density ,Stability,TotalOM,TotalN,CN,Cmin,Cmin%,NO3,NH4,Nmin,Nmin%,Humidity ,F_Mechanical actions,DG_soilTx,Stone:soil,Cover_DM_t_ha,Cover_potRestit_N,Cover_mesRestit_N,Cover_mesRestit_C
D_Viti,Artaban,VS,2,5,2,2019,2021,2020,2021,10,1.417355143,0.57,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.088716692,129920,66937872,45007080,574428872
D_Viti,Artaban,VS,2,5,3,2019,2021,2020,2021,10,1.417355143,0.5,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.088716692,129920,66937872,45007080,574428872
D_Viti,Artaban,VS,2,6,1,2019,2021,2020,2021,10,1.101274749,0.46,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.065093793,80416,14328960,28709208,353524240
D_Viti,Artaban,VS,2,6,2,2019,2021,2020,2021,10,1.101274749,0.48,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.065093793,80416,14328960,28709208,353524240
D_Viti,Artaban,VS,2,6,3,2019,2021,2020,2021,10,1.101274749,0.5,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.065093793,80416,14328960,28709208,353524240
D_Viti,Artaban,VN,3,1,1,2019,2021,2020,2021,10,1.120046962,0.5,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.152627505,168472,198344688,55642440,703632832
D_Viti,Artaban,VN,3,1,2,2019,2021,2020,2021,10,1.120046962,0.49,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.152627505,168472,198344688,55642440,703632832
D_Viti,Artaban,VN,3,1,3,2019,2021,2020,2021,10,1.120046962,0.43,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.152627505,168472,198344688,55642440,703632832
D_Viti,Artaban,VN,3,2,1,2019,2021,2020,2021,10,1.132940847,0.38,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.100925501,86392,8031696,29957120,376728992
D_Viti,Artaban,VN,3,2,2,2019,2021,2020,2021,10,1.132940847,0.43,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.100925501,86392,8031696,29957120,376728992
D_Viti,Artaban,VN,3,2,3,2019,2021,2020,2021,10,1.132940847,0.44,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.100925501,86392,8031696,29957120,376728992
D_Viti,Artaban,VN,3,3,1,2019,2021,2020,2021,10,1.121166246,0.46,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.100925501,2327024,398923168,763370608,9685093040
D_Viti,Artaban,VN,3,3,2,2019,2021,2020,2021,10,1.121166246,0.41,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.100925501,2327024,398923168,763370608,9685093040
D_Viti,Artaban,VN,3,3,3,2019,2021,2020,2021,10,1.121166246,0.42,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.100925501,2327024,398923168,763370608,9685093040
D_Viti,Artaban,VS,3,4,1,2019,2021,2020,2021,10,1.155202722,0.39,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.113411233,2088408,405214992,689704344,8684240376
D_Viti,Artaban,VS,3,4,2,2019,2021,2020,2021,10,1.155202722,0.41,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.113411233,2088408,405214992,689704344,8684240376
D_Viti,Artaban,VS,3,4,3,2019,2021,2020,2021,10,1.155202722,0.41,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.113411233,2088408,405214992,689704344,8684240376
D_Viti,Artaban,VS,3,5,1,2019,2021,2020,2021,10,1.139098384,0.41,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.113411233,4205544,713530608,1394309448,6076852925
D_Viti,Artaban,VS,3,5,2,2019,2021,2020,2021,10,1.139098384,0.38,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.113411233,4205544,713530608,1394309448,6076852925
D_Viti,Artaban,VS,3,5,3,2019,2021,2020,2021,10,1.139098384,0.39,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.113411233,4205544,713530608,1394309448,6076852925
D_Viti,Artaban,VS,3,6,1,2019,2021,2020,2021,10,1.146801168,0.4,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.042474258,4260984,719027568,1397398128,4524892193
D_Viti,Artaban,VS,3,6,2,2019,2021,2020,2021,10,1.146801168,0.46,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.042474258,4260984,719027568,1397398128,4524892193
D_Viti,Artaban,VS,3,6,3,2019,2021,2020,2021,10,1.146801168,0.4,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.042474258,4260984,719027568,1397398128,4524892193
D_Viti,Artaban,VN,1,1,1,2019,2021,2020,2021,30,0.672317403,0.38,2.2,1.22,10.7,381,2.9,5.5,5.5,25.1,2.1,11.3,43,10.02189762,0.180343329,1534440,302904741,548008272,6740459544
D_Viti,Artaban,VN,1,1,2,2019,2021,2020,2021,30,0.672317403,0.44,2.2,1.22,10.7,381,2.9,5.5,5.5,25.1,2.1,11.3,43,10.02189762,0.180343329,1534440,302904741,548008272,6740459544
D_Viti,Artaban,VN,1,1,3,2019,2021,2020,2021,30,0.672317403,0.45,2.2,1.22,10.7,381,2.9,5.5,5.5,25.1,2.1,11.3,43,10.02189762,0.180343329,1534440,302904741,548008272,6740459544
D_Viti,Artaban,VN,1,2,1,2019,2021,2020,2021,30,1.275200475,0.35,2.2,1.22,10.7,381,2.9,5.5,5.5,25.1,2.1,11.3,43,10.02189762,0.166320784,424890,115812705,137795196,1751132418
D_Viti,Artaban,VN,1,2,2,2019,2021,2020,2021,30,1.275200475,0.38,2.2,1.22,10.7,381,2.9,5.5,5.5,25.1,2.1,11.3,43,10.02189762,0.166320784,424890,115812705,137795196,1751132418
D_Viti,Artaban,VN,1,2,3,2019,2021,2020,2021,30,1.275200475,0.39,2.2,1.22,10.7,381,2.9,5.5,5.5,25.1,2.1,11.3,43,10.02189762,0.166320784,424890,115812705,137795196,1751132418
D_Viti,Artaban,VN,1,3,1,2019,2021,2020,2021,30,1.026547582,0.33,2.2,1.22,10.7,381,2.9,5.5,5.5,25.1,2.1,11.3,43,10.02189762,0.20942489,45816,14300080,16181248,200470320
D_Viti,Artaban,VN,1,3,2,2019,2021,2020,2021,30,1.026547582,0.42,2.2,1.22,10.7,381,2.9,5.5,5.5,25.1,2.1,11.3,43,10.02189762,0.20942489,45816,14300080,16181248,200470320
D_Viti,Artaban,VN,1,3,3,2019,2021,2020,2021,30,1.026547582,0.5,2.2,1.22,10.7,381,2.9,5.5,5.5,25.1,2.1,11.3,43,10.02189762,0.20942489,45816,14300080,16181248,200470320
D_Viti,Artaban,VS,1,4,1,2019,2021,2020,2021,30,1.004003481,0.34,2.1,1.19,10.2,354,2.9,6.1,6.1,18.7,1.6,11.8,43,10.02189762,0.139252028,354452,27639640,123357052,1553339396
D_Viti,Artaban,VS,1,4,2,2019,2021,2020,2021,30,1.004003481,0.36,2.1,1.19,10.2,354,2.9,6.1,6.1,18.7,1.6,11.8,43,10.02189762,0.139252028,354452,27639640,123357052,1553339396
D_Viti,Artaban,VS,1,4,3,2019,2021,2020,2021,30,1.004003481,,2.1,1.19,10.2,354,2.9,6.1,6.1,18.7,1.6,11.8,43,10.02189762,0.139252028,354452,27639640,123357052,1553339396
D_Viti,Artaban,VS,1,5,1,2019,2021,2020,2021,30,1.151529552,0.35,2.1,1.19,10.2,354,2.9,6.1,6.1,18.7,1.6,11.8,43,10.02189762,0.166320784,844896,77200418,299851440,3758034672
D_Viti,Artaban,VS,1,5,2,2019,2021,2020,2021,30,1.151529552,0.32,2.1,1.19,10.2,354,2.9,6.1,6.1,18.7,1.6,11.8,43,10.02189762,0.166320784,844896,77200418,299851440,3758034672
D_Viti,Artaban,VS,1,5,3,2019,2021,2020,2021,30,1.151529552,,2.1,1.19,10.2,354,2.9,6.1,6.1,18.7,1.6,11.8,43,10.02189762,0.166320784,844896,77200418,299851440,3758034672
D_Viti,Artaban,VS,1,6,1,2019,2021,2020,2021,30,0.958004158,0.42,2.1,1.19,10.2,354,2.9,6.1,6.1,18.7,1.6,11.8,43,10.02189762,0.166320784,151468,1171428831,49298820,629699792
D_Viti,Artaban,VS,1,6,2,2019,2021,2020,2021,30,0.958004158,,2.1,1.19,10.2,354,2.9,6.1,6.1,18.7,1.6,11.8,43,10.02189762,0.166320784,151468,1171428831,49298820,629699792
D_Viti,Artaban,VS,1,6,3,2019,2021,2020,2021,30,0.958004158,0.33,2.1,1.19,10.2,354,2.9,6.1,6.1,18.7,1.6,11.8,43,10.02189762,0.166320784,151468,1171428831,49298820,629699792
D_Viti,Artaban,VN,2,1,1,2019,2021,2020,2021,30,1.282537727,0.48,1.5,0.86,10.4,287,3.2,2.9,2.9,16.2,1.9,10.8,43,9.990539575,0.20942489,122456,20419280,43767528,538211920
D_Viti,Artaban,VN,2,1,2,2019,2021,2020,2021,30,1.282537727,0.61,1.5,0.86,10.4,287,3.2,2.9,2.9,16.2,1.9,10.8,43,9.990539575,0.20942489,122456,20419280,43767528,538211920
D_Viti,Artaban,VN,2,1,3,2019,2021,2020,2021,30,1.282537727,0.53,1.5,0.86,10.4,287,3.2,2.9,2.9,16.2,1.9,10.8,43,9.990539575,0.20942489,122456,20419280,43767528,538211920
D_Viti,Artaban,VN,2,2,1,2019,2021,2020,2021,30,1.268687953,0.39,1.5,0.86,10.4,287,3.2,2.9,2.9,16.2,1.9,10.8,43,9.990539575,0.053662643,103800,686324104,36467440,455696192
D_Viti,Artaban,VN,2,2,2,2019,2021,2020,2021,30,1.268687953,0.38,1.5,0.86,10.4,287,3.2,2.9,2.9,16.2,1.9,10.8,43,9.990539575,0.053662643,103800,686324104,36467440,455696192
D_Viti,Artaban,VN,2,2,3,2019,2021,2020,2021,30,1.268687953,0.41,1.5,0.86,10.4,287,3.2,2.9,2.9,16.2,1.9,10.8,43,9.990539575,0.053662643,103800,686324104,36467440,455696192
D_Viti,Artaban,VN,2,3,1,2019,2021,2020,2021,30,1.247950934,0.41,1.5,0.86,10.4,287,3.2,2.9,2.9,16.2,1.9,10.8,43,9.990539575,0.09478706,132976,115478368,47100208,581404480
D_Viti,Artaban,VN,2,3,2,2019,2021,2020,2021,30,1.247950934,0.4,1.5,0.86,10.4,287,3.2,2.9,2.9,16.2,1.9,10.8,43,9.990539575,0.09478706,132976,115478368,47100208,581404480
D_Viti,Artaban,VN,2,3,3,2019,2021,2020,2021,30,1.247950934,0.38,1.5,0.86,10.4,287,3.2,2.9,2.9,16.2,1.9,10.8,43,9.990539575,0.09478706,132976,115478368,47100208,581404480
D_Viti,Artaban,VS,2,4,1,2019,2021,2020,2021,30,1.280852257,0.49,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.100925501,174096,19435520,62454288,768244880
D_Viti,Artaban,VS,2,4,2,2019,2021,2020,2021,30,1.280852257,0.5,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.100925501,174096,19435520,62454288,768244880
D_Viti,Artaban,VS,2,4,3,2019,2021,2020,2021,30,1.280852257,0.56,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.100925501,174096,19435520,62454288,768244880
D_Viti,Artaban,VS,2,5,1,2019,2021,2020,2021,30,1.098345538,0.49,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.065093793,129920,66937872,45007080,574428872
D_Viti,Artaban,VS,2,5,2,2019,2021,2020,2021,30,1.098345538,0.57,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.065093793,129920,66937872,45007080,574428872
D_Viti,Artaban,VS,2,5,3,2019,2021,2020,2021,30,1.098345538,0.5,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.065093793,129920,66937872,45007080,574428872
D_Viti,Artaban,VS,2,6,1,2019,2021,2020,2021,30,1.08001109,0.46,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.088716692,80416,14328960,28709208,353524240
D_Viti,Artaban,VS,2,6,2,2019,2021,2020,2021,30,1.08001109,0.48,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.088716692,80416,14328960,28709208,353524240
D_Viti,Artaban,VS,2,6,3,2019,2021,2020,2021,30,1.08001109,0.5,1.8,0.98,10.7,321,3.1,3.4,3.4,16.1,1.6,11.1,43,9.990539575,0.088716692,80416,14328960,28709208,353524240
D_Viti,Artaban,VN,3,1,1,2019,2021,2020,2021,30,1.080691806,0.5,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.113411233,168472,198344688,55642440,703632832
D_Viti,Artaban,VN,3,1,2,2019,2021,2020,2021,30,1.080691806,0.49,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.113411233,168472,198344688,55642440,703632832
D_Viti,Artaban,VN,3,1,3,2019,2021,2020,2021,30,1.080691806,0.43,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.113411233,168472,198344688,55642440,703632832
D_Viti,Artaban,VN,3,2,1,2019,2021,2020,2021,30,1.064496881,0.38,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.065093793,86392,8031696,29957120,376728992
D_Viti,Artaban,VN,3,2,2,2019,2021,2020,2021,30,1.064496881,0.43,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.065093793,86392,8031696,29957120,376728992
D_Viti,Artaban,VN,3,2,3,2019,2021,2020,2021,30,1.064496881,0.44,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.065093793,86392,8031696,29957120,376728992
D_Viti,Artaban,VN,3,3,1,2019,2021,2020,2021,30,1.078705079,0.46,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.166320784,2327024,398923168,763370608,9685093040
D_Viti,Artaban,VN,3,3,2,2019,2021,2020,2021,30,1.078705079,0.41,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.166320784,2327024,398923168,763370608,9685093040
D_Viti,Artaban,VN,3,3,3,2019,2021,2020,2021,30,1.078705079,0.42,2.1,1.1,11.3,347,2.8,3.4,3.4,14.6,1.3,12.4,43,10.01163854,0.166320784,2327024,398923168,763370608,9685093040
D_Viti,Artaban,VS,3,4,1,2019,2021,2020,2021,30,1.221106969,0.39,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.126183418,2088408,405214992,689704344,8684240376
D_Viti,Artaban,VS,3,4,2,2019,2021,2020,2021,30,1.221106969,0.41,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.126183418,2088408,405214992,689704344,8684240376
D_Viti,Artaban,VS,3,4,3,2019,2021,2020,2021,30,1.221106969,0.41,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.126183418,2088408,405214992,689704344,8684240376
D_Viti,Artaban,VS,3,5,1,2019,2021,2020,2021,30,1.231937899,0.41,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.088716692,4205544,713530608,1394309448,6076852925
D_Viti,Artaban,VS,3,5,2,2019,2021,2020,2021,30,1.231937899,0.38,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.088716692,4205544,713530608,1394309448,6076852925
D_Viti,Artaban,VS,3,5,3,2019,2021,2020,2021,30,1.231937899,0.39,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.088716692,4205544,713530608,1394309448,6076852925
D_Viti,Artaban,VS,3,6,1,2019,2021,2020,2021,30,1.116145684,0.4,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.126183418,4260984,719027568,1397398128,4524892193
D_Viti,Artaban,VS,3,6,2,2019,2021,2020,2021,30,1.116145684,0.46,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.126183418,4260984,719027568,1397398128,4524892193
D_Viti,Artaban,VS,3,6,3,2019,2021,2020,2021,30,1.116145684,0.4,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,43,10.01163854,0.126183418,4260984,719027568,1397398128,4524892193
T_Viti,Syrah ,,4,1,1,2019,2021,2020,2021,10,0.873451079,0.34,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,51,10.00660325,0.100925501,0,0,0,0
T_Viti,Syrah ,,4,1,2,2019,2021,2020,2021,10,0.873451079,0.38,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.100925501,0,0,0,0
T_Viti,Syrah ,,4,1,3,2019,2021,2020,2021,10,0.873451079,0.39,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.100925501,0,0,0,0
T_Viti,Syrah ,,4,2,1,2019,2021,2020,2021,10,0.817246689,0.29,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.20942489,0,0,0,0
T_Viti,Syrah ,,4,2,2,2019,2021,2020,2021,10,0.817246689,0.33,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.20942489,0,0,0,0
T_Viti,Syrah ,,4,2,3,2019,2021,2020,2021,10,0.817246689,0.35,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.20942489,0,0,0,0
T_Viti,Syrah ,,4,3,1,2019,2021,2020,2021,10,0.677607454,0.3,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.180343329,0,0,0,0
T_Viti,Syrah ,,4,3,2,2019,2021,2020,2021,10,0.677607454,0.39,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.180343329,0,0,0,0
T_Viti,Syrah ,,4,3,3,2019,2021,2020,2021,10,0.677607454,0.4,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.180343329,0,0,0,0
T_Viti,Syrah ,,4,4,1,2019,2021,2020,2021,10,1.028999065,0.33,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.224509762,0,0,0,0
T_Viti,Syrah ,,4,4,2,2019,2021,2020,2021,10,1.028999065,0.48,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.224509762,0,0,0,0
T_Viti,Syrah ,,4,4,3,2019,2021,2020,2021,10,1.028999065,0.4,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.224509762,0,0,0,0
T_Viti,Syrah ,,4,5,1,2019,2021,2020,2021,10,0.892316416,0.3,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.113411233,0,0,0,0
T_Viti,Syrah ,,4,5,2,2019,2021,2020,2021,10,0.892316416,0.33,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.113411233,0,0,0,0
T_Viti,Syrah ,,4,5,3,2019,2021,2020,2021,10,0.892316416,0.33,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.113411233,0,0,0,0
T_Viti,Syrah ,,5,1,1,2019,2021,2020,2021,10,0.991197084,0.38,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.100925501,0,0,0,0
T_Viti,Syrah ,,5,1,2,2019,2021,2020,2021,10,0.991197084,,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.100925501,0,0,0,0
T_Viti,Syrah ,,5,1,3,2019,2021,2020,2021,10,0.991197084,0.38,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.100925501,0,0,0,0
T_Viti,Syrah ,,5,2,1,2019,2021,2020,2021,10,0.953512341,0.35,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.065093793,0,0,0,0
T_Viti,Syrah ,,5,2,2,2019,2021,2020,2021,10,0.953512341,0.33,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.065093793,0,0,0,0
T_Viti,Syrah ,,5,2,3,2019,2021,2020,2021,10,0.953512341,0.41,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.065093793,0,0,0,0
T_Viti,Syrah ,,5,3,1,2019,2021,2020,2021,10,1.051303616,0.34,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.100925501,0,0,0,0
T_Viti,Syrah ,,5,3,2,2019,2021,2020,2021,10,1.051303616,0.31,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.100925501,0,0,0,0
T_Viti,Syrah ,,5,3,3,2019,2021,2020,2021,10,1.051303616,0.29,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.100925501,0,0,0,0
T_Viti,Syrah ,,5,4,1,2019,2021,2020,2021,10,0.989964354,0.29,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.076775695,0,0,0,0
T_Viti,Syrah ,,5,4,2,2019,2021,2020,2021,10,0.989964354,0.31,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.076775695,0,0,0,0
T_Viti,Syrah ,,5,4,3,2019,2021,2020,2021,10,0.989964354,0.33,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.076775695,0,0,0,0
T_Viti,Syrah ,,5,5,1,2019,2021,2020,2021,10,0.991574993,0.3,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.053662643,0,0,0,0
T_Viti,Syrah ,,5,5,2,2019,2021,2020,2021,10,0.991574993,0.31,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.053662643,0,0,0,0
T_Viti,Syrah ,,5,5,3,2019,2021,2020,2021,10,0.991574993,0.33,1.9,1.16,9.3,358,3.3,10.5,10.5,9.9,0.9,13.2,51,10.00759896,0.053662643,0,0,0,0
T_Viti,Syrah ,,6,1,1,2019,2021,2020,2021,10,1.120156995,0.38,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.100925501,0,0,0,0
T_Viti,Syrah ,,6,1,2,2019,2021,2020,2021,10,1.120156995,0.43,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.100925501,0,0,0,0
T_Viti,Syrah ,,6,1,3,2019,2021,2020,2021,10,1.120156995,0.39,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.100925501,0,0,0,0
T_Viti,Syrah ,,6,2,1,2019,2021,2020,2021,10,1.095143547,0.42,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.053662643,0,0,0,0
T_Viti,Syrah ,,6,2,2,2019,2021,2020,2021,10,1.095143547,0.45,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.053662643,0,0,0,0
T_Viti,Syrah ,,6,2,3,2019,2021,2020,2021,10,1.095143547,0.36,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.053662643,0,0,0,0
T_Viti,Syrah ,,6,3,1,2019,2021,2020,2021,10,1.001053507,0.39,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.088716692,0,0,0,0
T_Viti,Syrah ,,6,3,2,2019,2021,2020,2021,10,1.001053507,0.4,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.088716692,0,0,0,0
T_Viti,Syrah ,,6,3,3,2019,2021,2020,2021,10,1.001053507,0.44,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.088716692,0,0,0,0
T_Viti,Syrah ,,6,4,1,2019,2021,2020,2021,10,1.102609693,0.39,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.126183418,0,0,0,0
T_Viti,Syrah ,,6,4,2,2019,2021,2020,2021,10,1.102609693,0.46,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.126183418,0,0,0,0
T_Viti,Syrah ,,6,4,3,2019,2021,2020,2021,10,1.102609693,0.42,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.126183418,0,0,0,0
T_Viti,Syrah ,,6,5,1,2019,2021,2020,2021,10,1.049852428,0.4,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.053662643,0,0,0,0
T_Viti,Syrah ,,6,5,2,2019,2021,2020,2021,10,1.049852428,0.35,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.053662643,0,0,0,0
T_Viti,Syrah ,,6,5,3,2019,2021,2020,2021,10,1.049852428,0.39,2.2,1.26,10,204,1.6,11.8,11.8,13.5,1.1,14.1,51,9.99520522,0.053662643,0,0,0,0
T_Viti,Syrah ,,4,1,1,2019,2021,2020,2021,30,1.145051864,0.34,2,1.11,10.7,381,3.2,2.2,3.7,14,1.3,12.7,51,10.00660325,0.100925501,0,0,0,0
T_Viti,Syrah ,,4,1,2,2019,2021,2020,2021,30,1.145051864,0.38,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.100925501,0,0,0,0
T_Viti,Syrah ,,4,1,3,2019,2021,2020,2021,30,1.145051864,0.39,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.100925501,0,0,0,0
T_Viti,Syrah ,,4,2,1,2019,2021,2020,2021,30,1.062191862,0.29,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.166320784,0,0,0,0
T_Viti,Syrah ,,4,2,2,2019,2021,2020,2021,30,1.062191862,0.33,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.166320784,0,0,0,0
T_Viti,Syrah ,,4,2,3,2019,2021,2020,2021,30,1.062191862,0.35,1.8,1.1,9.7,201,1.9,10.7,10.7,12.5,1.1,12.6,51,10.00660325,0.166320784,0,0,0,0
